age,gender,cgpa,branch,internships_count,projects_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,mock_interview_score,attendance_percentage,backlogs,placement_status,salary_package_lpa
23,Female,9.49,MECH,3,0,56,45,99,45,72,76.1,0,Placed,15.77
20,Female,6.09,MECH,4,1,44,86,90,87,50,89.8,3,Not Placed,0.0
24,Female,7.13,MECH,3,2,65,50,58,97,89,71.6,0,Not Placed,0.0
25,Male,9.86,MBA,1,1,86,49,75,66,72,69.3,0,Placed,17.39
25,Male,9.13,MBA,2,1,70,100,45,71,83,99.9,0,Placed,15.64
24,Female,5.54,ECE,1,0,74,41,94,77,60,66.3,2,Not Placed,0.0
24,Female,7.54,AIML,2,4,72,92,67,61,90,99.3,0,Placed,12.83
22,Female,8.65,CSE,1,3,41,68,83,91,52,97.1,0,Placed,12.42
24,Female,8.49,ECE,0,3,97,45,40,92,52,88.6,0,Placed,15.13
23,Male,8.8,CSE,3,3,96,90,89,52,81,83.3,0,Placed,17.02
25,Female,7.29,CSE,3,4,33,88,58,71,32,60.2,0,Placed,10.66
21,Male,5.88,CIVIL,0,4,94,48,88,66,78,85.4,3,Not Placed,0.0
25,Female,7.32,AIML,0,4,34,41,42,83,99,90.9,0,Not Placed,0.0
20,Female,8.24,MBA,4,2,31,43,75,79,49,89.3,0,Placed,12.82
25,Female,8.04,ECE,1,1,75,96,66,69,59,66.9,0,Placed,13.6
22,Male,5.35,AIML,3,4,38,80,85,74,61,81.8,1,Not Placed,0.0
24,Male,5.32,MECH,4,4,37,79,45,52,99,82.0,1,Not Placed,0.0
24,Female,9.83,AIML,3,2,87,69,69,93,60,86.1,0,Placed,18.45
25,Female,5.76,CSE,0,1,92,43,76,40,45,93.2,3,Not Placed,0.0
21,Female,6.47,MBA,4,3,90,40,66,81,58,87.9,2,Not Placed,0.0
21,Male,8.84,MECH,4,0,44,82,45,66,51,65.7,0,Placed,14.57
22,Male,7.05,AIML,4,4,71,50,84,61,69,60.8,0,Placed,12.91
20,Female,5.91,AIML,1,4,79,46,80,96,57,65.5,3,Not Placed,0.0
25,Female,7.34,MBA,4,0,80,57,56,100,37,61.6,0,Not Placed,0.0
24,Female,7.84,CSE,3,4,54,47,86,86,94,77.5,0,Placed,12.88
25,Male,7.26,MECH,1,4,51,69,69,82,59,71.4,0,Not Placed,0.0
22,Female,9.59,CSE,3,4,51,54,54,87,87,60.3,0,Placed,15.9
23,Male,6.42,MBA,4,0,98,97,100,63,31,63.2,3,Not Placed,0.0
23,Female,8.31,AIML,4,2,98,49,58,92,53,75.9,0,Placed,16.95
22,Female,5.56,ECE,3,2,95,85,69,62,78,97.6,2,Not Placed,0.0
24,Male,6.96,ECE,2,0,93,98,79,92,98,99.8,0,Placed,13.25
22,Male,8.7,CIVIL,4,2,51,41,48,74,41,62.0,0,Placed,14.68
24,Female,6.12,ECE,4,3,42,81,98,48,34,93.2,3,Not Placed,0.0
21,Female,7.95,MBA,1,3,56,90,73,66,43,79.2,0,Placed,12.29
22,Male,5.77,MBA,3,0,76,54,85,46,56,84.8,2,Not Placed,0.0
24,Male,5.51,MBA,4,1,50,61,65,63,95,80.2,2,Not Placed,0.0
22,Female,7.62,MECH,3,4,60,91,85,55,78,97.0,0,Placed,12.77
22,Female,8.38,CIVIL,1,1,67,73,76,62,74,79.1,0,Placed,13.67
24,Male,5.57,MECH,3,4,68,88,100,46,67,66.7,2,Not Placed,0.0
24,Female,9.59,ECE,3,2,65,42,74,79,96,91.2,0,Placed,16.65
20,Male,6.13,ECE,1,2,94,43,81,95,87,80.6,1,Not Placed,0.0
22,Male,5.6,AIML,4,3,40,64,41,61,95,64.7,3,Not Placed,0.0
23,Male,6.01,MECH,3,1,98,96,52,68,83,78.5,1,Not Placed,0.0
22,Female,5.85,CSE,2,0,63,44,99,59,58,87.5,1,Not Placed,0.0
22,Male,5.45,AIML,4,4,34,51,82,76,33,71.8,1,Not Placed,0.0
24,Female,8.99,MECH,1,2,49,92,82,45,84,96.5,0,Placed,13.53
22,Male,7.48,MBA,0,4,92,94,48,70,39,94.0,0,Placed,13.16
25,Female,6.94,CIVIL,2,0,74,63,60,66,73,82.7,0,Not Placed,0.0
22,Female,9.75,MECH,4,4,71,58,80,80,94,62.2,0,Placed,17.93
25,Female,6.86,CIVIL,1,3,42,71,83,76,32,83.3,0,Not Placed,0.0
23,Female,5.83,CIVIL,2,0,38,51,40,48,91,76.6,1,Not Placed,0.0
24,Female,6.37,ECE,4,0,34,76,59,64,34,89.0,1,Not Placed,0.0
22,Female,6.19,CSE,0,4,67,94,88,95,73,70.7,3,Not Placed,0.0
25,Male,7.49,MECH,4,4,78,86,44,81,40,84.2,0,Placed,14.02
25,Male,6.46,CSE,0,2,57,66,51,77,76,82.2,3,Not Placed,0.0
25,Female,7.58,CIVIL,0,4,72,57,82,72,43,81.1,0,Placed,11.99
21,Male,8.35,ECE,3,0,99,64,60,52,48,64.6,0,Placed,16.44
20,Male,8.89,CSE,1,4,70,90,100,76,42,79.6,0,Placed,14.74
23,Male,8.55,AIML,3,2,73,62,87,66,50,82.0,0,Placed,15.32
22,Male,6.03,CIVIL,0,1,58,99,78,58,92,97.1,1,Not Placed,0.0
21,Female,5.58,AIML,1,3,97,96,62,55,68,78.4,1,Not Placed,0.0
22,Male,7.71,MBA,1,0,54,96,47,86,95,85.6,0,Not Placed,0.0
22,Female,5.99,CSE,1,2,97,42,61,96,59,82.8,3,Not Placed,0.0
24,Female,5.42,CSE,2,3,43,41,65,53,52,67.8,2,Not Placed,0.0
24,Female,7.64,CSE,4,4,88,50,58,85,93,67.4,0,Placed,15.12
24,Male,6.63,MBA,0,4,91,85,96,43,56,89.6,0,Placed,11.29
21,Male,8.78,MECH,1,1,46,92,54,78,30,80.9,0,Placed,12.88
22,Female,6.57,CIVIL,2,4,48,76,76,61,100,95.8,0,Not Placed,0.0
20,Female,9.89,CIVIL,2,3,58,69,80,86,95,96.3,0,Placed,16.36
23,Female,8.79,CIVIL,0,2,95,52,60,93,52,71.9,0,Placed,15.41
24,Male,5.29,MECH,3,1,74,79,90,76,58,64.1,1,Not Placed,0.0
24,Female,7.54,CSE,2,3,100,45,52,40,43,73.8,0,Placed,14.54
22,Female,7.81,CSE,0,2,57,51,46,90,89,62.7,0,Not Placed,0.0
22,Male,8.48,MBA,2,3,88,78,64,60,72,91.3,0,Placed,15.54
21,Female,7.49,AIML,0,4,83,82,72,89,34,65.8,0,Placed,12.44
21,Female,7.42,MECH,1,3,37,47,42,69,62,94.7,0,Not Placed,0.0
24,Female,6.84,ECE,3,1,39,48,78,66,99,76.6,0,Not Placed,0.0
22,Male,6.36,MECH,2,3,50,43,71,85,36,71.1,2,Not Placed,0.0
20,Female,9.73,MBA,2,0,64,76,80,73,74,80.1,0,Placed,16.43
23,Female,6.59,AIML,2,4,33,75,75,68,39,84.2,0,Not Placed,0.0
22,Female,5.32,AIML,4,3,82,71,92,43,46,88.1,1,Not Placed,0.0
22,Female,5.84,AIML,4,2,54,96,79,46,35,73.5,2,Not Placed,0.0
25,Female,9.29,CSE,1,4,49,51,91,72,84,99.3,0,Placed,14.01
21,Female,7.93,ECE,2,2,100,57,89,96,30,76.9,0,Placed,15.17
23,Female,8.89,AIML,3,1,100,100,62,51,40,93.4,0,Placed,17.45
24,Male,9.04,CIVIL,4,0,51,70,41,72,46,61.4,0,Placed,15.3
22,Male,9.12,CSE,0,3,78,86,71,85,86,91.1,0,Placed,14.95
24,Male,7.75,ECE,0,4,35,79,85,63,68,82.1,0,Not Placed,0.0
22,Male,5.89,CIVIL,0,3,80,82,45,77,45,85.6,1,Not Placed,0.0
24,Male,5.74,ECE,1,3,56,85,46,40,82,74.9,3,Not Placed,0.0
23,Male,7.87,MBA,2,4,47,78,95,94,34,81.8,0,Placed,12.05
21,Female,6.83,ECE,2,0,41,68,60,73,37,97.3,0,Not Placed,0.0
23,Male,7.79,CIVIL,4,0,57,87,72,56,87,75.4,0,Placed,13.31
25,Male,7.49,MECH,0,1,48,94,55,79,42,64.2,0,Not Placed,0.0
20,Male,8.01,ECE,1,4,72,79,42,89,32,88.8,0,Placed,13.12
21,Female,5.16,MECH,3,4,44,68,65,96,56,80.2,2,Not Placed,0.0
23,Male,5.16,ECE,2,2,98,66,64,61,79,77.0,1,Not Placed,0.0
25,Male,8.61,MBA,2,2,65,50,54,88,83,91.1,0,Placed,14.48
20,Male,5.97,CIVIL,1,2,71,72,61,87,85,82.5,1,Not Placed,0.0
25,Female,8.26,ECE,4,0,74,88,82,66,49,85.3,0,Placed,15.27
22,Female,7.73,AIML,1,1,59,78,76,54,42,97.0,0,Not Placed,0.0
22,Female,9.91,MBA,4,1,68,57,88,54,79,62.3,0,Placed,18.03
24,Male,9.18,AIML,2,3,75,83,87,95,56,70.5,0,Placed,15.71
21,Female,7.07,MBA,4,1,87,59,59,62,47,95.9,0,Placed,13.88
22,Female,8.08,MBA,4,2,59,67,92,51,57,91.7,0,Placed,14.19
25,Male,5.59,ECE,4,4,85,61,89,66,87,67.5,1,Not Placed,0.0
21,Male,6.93,CIVIL,4,3,83,71,68,88,61,66.8,0,Placed,13.39
22,Male,8.67,CIVIL,0,0,66,60,76,95,36,93.0,0,Not Placed,0.0
24,Female,8.11,CSE,0,1,51,76,58,89,44,82.1,0,Not Placed,0.0
23,Male,7.42,CIVIL,0,4,53,66,79,79,64,94.4,0,Not Placed,0.0
24,Male,5.88,MECH,0,2,98,77,70,48,81,96.7,3,Not Placed,0.0
20,Male,9.02,ECE,1,0,62,65,97,86,69,62.8,0,Placed,14.51
22,Female,6.37,AIML,3,0,46,62,53,84,79,98.8,3,Not Placed,0.0
20,Female,9.1,CIVIL,4,1,91,73,82,68,99,88.7,0,Placed,17.76
20,Female,8.06,AIML,1,4,41,51,100,76,56,93.4,0,Placed,11.51
25,Female,6.86,CSE,0,2,59,50,54,60,61,85.2,0,Not Placed,0.0
21,Male,5.2,ECE,4,2,42,75,40,94,41,72.2,2,Not Placed,0.0
25,Male,6.16,CIVIL,3,2,35,71,91,40,89,84.0,1,Not Placed,0.0
22,Male,9.45,AIML,4,2,96,78,51,92,59,80.6,0,Placed,18.74
20,Female,9.09,MBA,2,1,40,76,50,51,53,97.3,0,Placed,13.96
23,Female,7.87,CIVIL,2,1,89,82,86,40,33,82.2,0,Placed,14.52
20,Female,7.33,CSE,1,4,39,99,48,66,34,61.1,0,Not Placed,0.0
23,Male,8.24,MBA,3,3,45,55,83,63,33,87.4,0,Placed,12.97
25,Male,7.33,AIML,1,1,71,81,72,63,38,62.0,0,Not Placed,0.0
25,Male,8.22,AIML,4,2,73,70,93,88,80,97.8,0,Placed,15.08
21,Female,6.54,ECE,3,4,48,80,93,73,69,79.5,0,Not Placed,0.0
20,Female,9.19,ECE,1,2,44,45,66,78,82,98.7,0,Placed,13.75
24,Female,8.51,AIML,4,1,68,52,73,94,61,61.0,0,Placed,15.51
25,Female,6.65,MBA,0,4,34,75,88,99,78,81.3,0,Not Placed,0.0
25,Male,9.15,ECE,4,2,60,50,40,96,34,69.0,0,Placed,15.98
21,Male,7.44,AIML,1,3,57,50,49,74,61,85.6,0,Not Placed,0.0
23,Male,5.87,MBA,3,0,67,99,52,89,34,79.9,2,Not Placed,0.0
21,Female,5.39,MECH,3,0,81,87,68,85,94,82.6,1,Not Placed,0.0
20,Male,8.5,CIVIL,0,2,44,97,86,49,99,74.4,0,Placed,12.07
22,Female,9.33,MECH,1,0,48,59,44,63,54,62.1,0,Placed,14.25
22,Female,9.04,MECH,0,3,64,68,50,66,56,64.2,0,Placed,14.12
23,Male,8.28,CIVIL,2,3,44,58,92,46,57,94.3,0,Placed,12.54
25,Male,5.71,AIML,4,2,76,100,66,53,92,88.1,1,Not Placed,0.0
23,Male,5.47,AIML,2,3,85,69,97,74,65,90.8,2,Not Placed,0.0
25,Female,6.73,ECE,2,0,49,45,78,82,85,64.9,0,Not Placed,0.0
25,Male,9.27,CSE,0,2,38,95,96,54,63,62.0,0,Placed,13.11
22,Male,9.81,AIML,0,0,34,56,75,90,96,60.7,0,Not Placed,0.0
23,Female,6.21,CIVIL,4,3,40,57,91,94,50,80.9,3,Not Placed,0.0
21,Female,8.81,CSE,0,3,31,75,66,100,68,80.0,0,Placed,11.76
25,Male,7.87,CIVIL,0,4,81,94,82,83,66,64.4,0,Placed,13.04
24,Female,5.16,CIVIL,0,1,49,99,78,71,71,73.9,1,Not Placed,0.0
24,Female,7.71,CIVIL,0,1,50,57,85,98,65,81.2,0,Not Placed,0.0
21,Female,9.03,CSE,0,2,80,82,64,76,95,87.0,0,Placed,14.99
24,Male,6.38,MECH,2,0,59,51,78,48,46,92.4,1,Not Placed,0.0
20,Male,9.49,MBA,2,1,77,81,63,97,83,85.7,0,Placed,16.7
25,Female,6.18,CIVIL,4,2,30,99,81,78,58,61.2,3,Not Placed,0.0
21,Male,5.38,ECE,3,3,64,95,87,86,54,83.4,1,Not Placed,0.0
23,Female,5.8,AIML,4,1,55,42,70,72,50,63.5,1,Not Placed,0.0
25,Female,9.19,MBA,1,0,38,86,46,72,48,82.6,0,Placed,13.52
21,Female,7.09,AIML,4,4,69,57,64,77,58,75.0,0,Placed,12.89
22,Male,8.98,AIML,4,4,50,55,61,71,32,71.5,0,Placed,15.32
23,Male,7.66,CSE,0,1,41,78,50,60,84,79.3,0,Not Placed,0.0
22,Male,7.4,ECE,0,4,66,82,64,44,80,75.3,0,Placed,11.06
25,Female,9.03,ECE,0,2,100,67,58,82,68,93.2,0,Placed,16.2
23,Male,7.12,MBA,3,0,53,81,43,50,60,69.1,0,Not Placed,0.0
24,Male,9.01,ECE,0,3,79,48,64,68,64,65.5,0,Placed,15.04
21,Male,5.5,ECE,1,0,83,59,73,99,98,93.5,1,Not Placed,0.0
25,Male,8.18,ECE,2,3,57,57,67,85,56,69.7,0,Placed,13.21
20,Male,8.51,MBA,1,4,33,64,55,47,55,61.3,0,Placed,11.7
23,Male,9.5,MECH,3,2,41,97,41,66,56,75.5,0,Placed,15.21
23,Female,6.12,ECE,0,3,96,60,65,95,42,92.8,3,Not Placed,0.0
25,Male,8.02,ECE,4,4,66,84,47,85,52,77.3,0,Placed,14.75
25,Male,7.17,CSE,2,3,33,65,82,80,94,78.8,0,Not Placed,0.0
22,Female,6.91,CSE,3,1,44,62,65,82,98,61.9,0,Not Placed,0.0
24,Female,5.53,ECE,1,0,57,49,77,82,100,88.4,2,Not Placed,0.0
22,Male,5.67,MECH,0,2,66,92,60,91,51,73.7,1,Not Placed,0.0
22,Male,9.18,ECE,3,4,38,83,89,92,30,89.1,0,Placed,14.5
24,Female,8.75,ECE,3,2,43,52,56,87,44,76.4,0,Placed,13.96
20,Male,6.91,ECE,4,0,96,92,69,51,82,81.1,0,Placed,14.09
22,Male,9.14,CIVIL,4,3,79,93,90,46,96,83.6,0,Placed,17.26
22,Male,5.4,MECH,4,3,54,76,82,74,99,67.9,1,Not Placed,0.0
23,Male,8.12,AIML,1,2,68,95,77,83,34,71.8,0,Placed,13.21
24,Female,9.34,ECE,4,3,55,98,100,45,97,83.4,0,Placed,16.18
21,Female,9.19,AIML,3,3,89,51,98,58,85,92.9,0,Placed,17.26
20,Female,6.86,MECH,3,3,81,98,98,75,54,98.5,0,Placed,12.76
20,Male,8.73,ECE,3,1,99,75,83,81,91,81.0,0,Placed,17.11
24,Male,7.14,AIML,2,4,55,42,51,79,72,63.0,0,Not Placed,0.0
25,Female,9.2,MBA,2,4,77,53,70,81,43,98.2,0,Placed,16.14
25,Male,7.65,AIML,1,0,83,74,83,55,81,76.8,0,Not Placed,0.0
23,Male,8.82,MECH,4,3,70,73,76,50,56,64.1,0,Placed,16.08
23,Female,5.39,ECE,3,2,30,79,77,75,81,98.9,3,Not Placed,0.0
24,Female,7.95,CIVIL,4,3,50,68,86,98,30,71.2,0,Placed,13.16
23,Male,7.75,MECH,3,0,54,69,98,67,75,86.3,0,Not Placed,0.0
20,Female,8.05,CIVIL,2,3,47,46,46,84,34,65.8,0,Not Placed,0.0
20,Male,8.48,ECE,3,1,44,93,46,99,91,88.8,0,Placed,13.52
21,Male,9.59,AIML,1,0,71,41,74,91,85,99.1,0,Placed,16.09
25,Male,8.93,MBA,0,4,49,57,66,62,93,99.4,0,Placed,13.01
24,Female,6.1,MBA,3,4,45,65,65,74,50,65.0,2,Not Placed,0.0
22,Female,9.13,MECH,1,1,36,56,95,99,95,90.7,0,Placed,12.96
25,Female,5.61,MECH,2,4,34,85,79,74,74,86.6,3,Not Placed,0.0
22,Male,8.11,MECH,2,1,47,51,82,98,89,92.1,0,Not Placed,0.0
21,Male,9.41,CSE,0,4,47,97,58,56,47,73.3,0,Placed,13.63
21,Female,5.51,MBA,4,4,93,89,61,78,44,76.1,1,Not Placed,0.0
23,Male,9.25,MBA,4,3,54,96,96,82,75,73.7,0,Placed,15.99
21,Male,8.99,ECE,3,0,55,71,40,43,62,90.7,0,Placed,14.92
21,Female,7.52,CSE,2,4,98,88,98,87,40,92.4,0,Placed,14.33
22,Female,6.54,MECH,1,0,45,68,73,46,80,70.0,0,Not Placed,0.0
23,Male,7.03,MECH,0,0,92,87,89,87,58,82.9,0,Not Placed,0.0
21,Male,9.84,CIVIL,4,4,87,49,71,57,37,65.0,0,Placed,18.78
25,Male,6.01,CSE,3,0,56,75,92,92,94,60.5,1,Not Placed,0.0
21,Female,7.9,AIML,3,1,78,41,68,83,59,84.4,0,Placed,14.4
23,Female,5.42,MBA,2,2,76,76,61,62,82,93.6,2,Not Placed,0.0
24,Female,6.09,ECE,1,1,100,53,90,99,35,96.3,3,Not Placed,0.0
23,Male,8.82,AIML,1,4,79,49,59,67,74,84.8,0,Placed,15.03
22,Male,6.51,AIML,4,1,75,79,97,80,92,92.3,0,Placed,12.15
24,Female,9.93,ECE,3,2,37,40,67,81,30,76.2,0,Placed,15.69
25,Female,7.5,MECH,2,1,31,80,84,75,38,95.0,0,Not Placed,0.0
20,Male,7.58,MBA,1,0,47,94,89,77,79,91.0,0,Not Placed,0.0
23,Male,5.18,CIVIL,3,4,65,60,99,58,81,72.3,2,Not Placed,0.0
22,Male,9.78,MECH,1,0,71,44,90,89,84,83.9,0,Placed,16.36
25,Female,5.87,MECH,0,0,40,48,67,97,45,62.1,3,Not Placed,0.0
24,Female,7.69,CSE,1,4,88,48,47,83,32,65.9,0,Placed,13.47
25,Female,6.98,AIML,1,4,81,57,86,98,71,97.9,0,Placed,11.88
23,Male,7.08,AIML,3,3,78,95,60,89,31,60.4,0,Placed,12.95
21,Male,8.22,MBA,1,2,85,44,57,60,89,68.1,0,Placed,14.44
23,Male,8.31,AIML,1,0,99,55,81,74,47,65.6,0,Placed,15.58
20,Female,5.77,CIVIL,0,0,59,73,54,89,90,88.0,1,Not Placed,0.0
23,Male,7.5,CIVIL,1,4,84,96,49,41,88,64.2,0,Placed,13.11
24,Female,8.95,CIVIL,1,4,57,43,66,90,32,60.8,0,Placed,14.05
24,Male,7.22,ECE,3,1,80,60,57,56,35,97.2,0,Placed,13.4
23,Female,5.83,MBA,2,0,56,94,59,50,42,94.9,3,Not Placed,0.0
24,Female,6.57,CIVIL,0,0,81,89,96,52,44,74.3,0,Not Placed,0.0
21,Male,6.06,CSE,1,4,63,76,77,95,73,64.0,2,Not Placed,0.0
25,Female,5.63,CSE,2,0,61,79,72,80,37,87.1,2,Not Placed,0.0
23,Male,6.89,MECH,3,2,73,83,85,67,54,95.3,0,Placed,12.36
21,Male,7.7,MECH,0,3,33,53,98,56,62,99.0,0,Not Placed,0.0
25,Male,5.36,MBA,3,4,77,66,91,84,94,65.2,2,Not Placed,0.0
25,Female,8.02,MECH,2,4,45,88,69,92,94,84.0,0,Placed,11.84
21,Female,9.97,MECH,0,0,89,51,42,63,46,77.2,0,Placed,17.21
22,Male,9.82,CSE,1,3,76,66,40,84,81,66.3,0,Placed,16.72
23,Female,9.15,MECH,2,3,44,95,93,73,44,92.3,0,Placed,13.95
25,Female,6.33,CSE,3,4,85,73,49,88,80,91.3,2,Not Placed,0.0
25,Female,5.11,CIVIL,0,4,45,43,88,76,91,98.6,3,Not Placed,0.0
24,Male,9.17,CIVIL,2,4,30,82,40,53,89,63.4,0,Placed,13.22
25,Male,5.28,MBA,2,2,54,83,87,88,85,69.6,1,Not Placed,0.0
21,Female,6.03,ECE,3,0,93,90,94,45,59,93.1,3,Not Placed,0.0
25,Male,7.72,MECH,3,2,72,41,72,80,63,75.8,0,Placed,13.8
22,Male,5.89,CIVIL,1,4,43,81,98,95,69,79.0,1,Not Placed,0.0
23,Female,9.17,CIVIL,1,3,77,81,68,83,40,84.5,0,Placed,15.58
23,Male,8.89,MBA,2,0,97,71,74,61,58,76.3,0,Placed,16.87
25,Female,8.78,AIML,3,0,43,41,76,59,40,61.4,0,Not Placed,0.0
20,Male,9.08,AIML,2,4,44,97,90,62,30,84.2,0,Placed,14.01
20,Female,6.1,MBA,4,4,46,61,70,83,58,69.2,3,Not Placed,0.0
21,Male,8.64,CSE,3,4,81,58,93,71,92,98.8,0,Placed,16.02
20,Male,6.78,ECE,4,4,39,65,85,61,88,87.6,0,Placed,10.52
21,Male,8.33,MBA,4,4,46,59,85,78,65,93.6,0,Placed,13.87
24,Female,5.61,AIML,3,4,37,75,96,89,44,98.2,3,Not Placed,0.0
21,Female,8.53,ECE,1,0,31,57,89,62,89,62.5,0,Not Placed,0.0
20,Male,9.86,CIVIL,2,2,85,91,46,97,44,65.9,0,Placed,17.97
25,Male,5.22,MBA,0,3,94,89,59,59,63,92.3,3,Not Placed,0.0
24,Female,5.47,CSE,0,4,84,53,100,76,91,95.4,1,Not Placed,0.0
20,Male,5.62,ECE,3,3,98,59,82,82,45,60.2,1,Not Placed,0.0
21,Female,7.15,AIML,1,0,65,84,61,85,52,97.8,0,Not Placed,0.0
22,Male,6.45,CIVIL,1,3,38,63,81,78,62,78.2,2,Not Placed,0.0
23,Female,9.03,MBA,1,0,43,86,51,97,61,78.5,0,Placed,13.23
20,Female,7.37,MECH,0,1,51,86,49,82,45,95.1,0,Not Placed,0.0
21,Female,7.42,CIVIL,4,2,45,96,77,73,57,71.6,0,Placed,12.1
24,Female,8.59,AIML,0,1,70,70,70,56,43,83.3,0,Placed,13.65
20,Male,6.81,MBA,1,0,96,91,79,54,50,73.4,0,Not Placed,0.0
20,Male,6.77,AIML,0,1,57,75,78,60,100,64.5,0,Not Placed,0.0
23,Female,8.78,MECH,0,0,58,54,84,97,60,74.3,0,Not Placed,0.0
21,Male,8.9,CIVIL,2,1,94,85,60,40,51,66.9,0,Placed,16.61
22,Female,5.07,ECE,3,0,57,46,62,84,54,80.8,2,Not Placed,0.0
24,Female,5.72,ECE,4,2,61,88,70,77,75,81.2,2,Not Placed,0.0
21,Male,6.07,CIVIL,2,2,81,62,83,73,71,77.5,2,Not Placed,0.0
24,Male,6.76,ECE,3,2,40,68,83,68,33,67.0,0,Not Placed,0.0
20,Male,6.46,MBA,1,0,55,80,69,41,62,64.7,2,Not Placed,0.0
23,Male,8.34,CIVIL,2,3,60,43,61,59,83,64.2,0,Placed,13.77
23,Male,9.14,CIVIL,3,1,49,70,84,81,58,64.5,0,Placed,14.91
25,Female,5.96,AIML,2,1,98,57,60,89,76,71.8,2,Not Placed,0.0
22,Male,7.81,CSE,0,1,70,84,80,96,99,60.1,0,Not Placed,0.0
23,Male,6.84,AIML,0,1,96,70,59,83,85,62.5,0,Not Placed,0.0
20,Male,7.53,ECE,2,2,73,86,67,90,54,78.8,0,Placed,12.81
22,Male,8.1,CSE,2,3,89,75,78,52,87,67.3,0,Placed,14.96
21,Male,9.47,CIVIL,4,1,36,57,100,47,77,70.5,0,Placed,15.21
23,Female,5.96,ECE,1,3,83,49,55,62,80,74.1,2,Not Placed,0.0
22,Male,5.44,MECH,0,0,92,46,94,98,44,61.6,3,Not Placed,0.0
20,Female,8.14,ECE,2,0,42,77,58,87,75,68.8,0,Not Placed,0.0
25,Female,6.97,CSE,3,1,62,84,63,50,83,91.1,0,Not Placed,0.0
24,Female,5.81,CSE,1,4,36,67,96,62,83,73.6,1,Not Placed,0.0
24,Male,5.59,CIVIL,3,2,59,98,82,91,94,67.4,2,Not Placed,0.0
20,Male,7.79,MBA,1,1,40,57,70,75,91,67.9,0,Not Placed,0.0
20,Male,6.5,MECH,3,2,99,70,44,67,99,99.4,0,Placed,13.05
24,Male,9.99,CIVIL,0,1,50,93,56,56,81,65.9,0,Placed,15.07
25,Female,7.03,MECH,2,2,61,48,40,47,48,96.2,0,Not Placed,0.0
22,Female,6.06,MECH,2,4,34,82,76,40,72,63.2,2,Not Placed,0.0
24,Female,8.14,CIVIL,4,4,64,55,69,68,35,95.0,0,Placed,14.54
20,Male,6.22,ECE,2,0,76,79,71,91,97,80.3,2,Not Placed,0.0
23,Female,7.47,AIML,0,1,41,64,71,42,39,84.3,0,Not Placed,0.0
21,Male,7.41,MECH,1,4,66,76,41,52,72,69.8,0,Placed,11.64
25,Female,7.27,CSE,1,4,73,69,73,72,84,95.9,0,Placed,12.0
25,Female,8.98,CIVIL,2,1,51,86,83,62,38,83.5,0,Placed,14.15
23,Male,6.08,MBA,3,1,40,97,68,62,94,87.0,3,Not Placed,0.0
23,Male,9.52,ECE,2,0,84,41,93,73,80,82.3,0,Placed,17.19
20,Female,8.96,MECH,1,4,39,44,44,65,92,65.0,0,Placed,12.89
24,Male,6.67,MBA,4,2,71,81,69,44,85,93.4,0,Placed,12.31
22,Male,5.9,ECE,1,1,84,69,82,47,41,67.3,3,Not Placed,0.0
25,Male,6.4,CIVIL,3,1,79,58,84,56,75,71.7,2,Not Placed,0.0
25,Male,6.66,MBA,3,1,61,53,57,100,45,86.8,0,Not Placed,0.0
23,Female,7.78,CSE,4,1,97,66,53,64,99,63.7,0,Placed,15.89
24,Female,5.23,MECH,3,4,47,69,76,62,76,97.3,1,Not Placed,0.0
25,Female,9.57,MECH,2,2,94,84,50,94,89,65.0,0,Placed,17.82
22,Male,5.49,MBA,2,0,54,53,43,67,86,86.7,3,Not Placed,0.0
23,Female,6.4,ECE,1,3,60,70,61,73,92,85.4,3,Not Placed,0.0
22,Female,5.55,CIVIL,0,4,48,75,88,47,59,87.9,3,Not Placed,0.0
24,Male,6.28,AIML,2,4,47,78,85,82,34,77.3,1,Not Placed,0.0
25,Male,9.19,MECH,2,3,97,89,99,99,44,75.3,0,Placed,17.3
21,Female,8.08,CSE,4,3,62,69,42,58,60,99.1,0,Placed,14.25
25,Male,6.14,MECH,2,1,99,77,92,52,47,92.7,3,Not Placed,0.0
24,Male,9.36,MECH,1,2,36,86,63,65,72,79.4,0,Placed,13.54
25,Male,9.0,AIML,4,4,30,50,73,78,40,67.3,0,Placed,13.96
25,Male,8.77,AIML,2,4,88,56,47,90,80,95.6,0,Placed,16.05
20,Male,9.24,CIVIL,1,0,63,49,63,45,41,85.9,0,Placed,14.76
25,Male,8.1,MECH,4,3,81,55,55,52,85,65.4,0,Placed,15.46
25,Female,7.51,MECH,0,3,40,90,45,88,48,67.3,0,Not Placed,0.0
22,Male,6.87,ECE,1,4,37,50,60,91,30,81.6,0,Not Placed,0.0
21,Female,6.12,ECE,2,3,82,78,71,96,43,80.1,1,Not Placed,0.0
22,Male,7.79,MBA,4,1,44,98,78,94,95,76.4,0,Placed,12.6
22,Female,9.45,MBA,0,0,57,67,61,62,67,77.1,0,Placed,14.46
23,Female,7.97,CSE,1,4,43,60,86,75,49,66.9,0,Not Placed,0.0
20,Female,9.6,CSE,0,0,87,67,48,97,81,70.2,0,Placed,16.55
22,Female,6.78,ECE,1,1,86,95,57,82,52,79.7,0,Not Placed,0.0
24,Female,8.48,MBA,2,0,81,94,51,56,94,62.5,0,Placed,15.21
